api_num,other_id,latitude,longitude,stusps,county,municipality,well_name,operator,spud_date,plug_date,well_type,well_status,well_configuration,ft_category,wellwiki,src_url
41-021-00020,,"36.12258300000008","-87.09594399999997",Tennessee,Cheatham,,SEARS J M #1,"GUIBERT, B. E. ET AL",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00020,https://tdeconline.tn.gov/oilgaswells/
41-021-00021,,"36.140611000000035","-87.08130599999998",Tennessee,Cheatham,,KING ED & WILL #1,NEWALL OIL COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00021,https://tdeconline.tn.gov/oilgaswells/
41-021-00022,,"36.115833000000066","-87.08266699999996",Tennessee,Cheatham,,HIGGINS J E #1,NEWALL OIL COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00022,https://tdeconline.tn.gov/oilgaswells/
41-133-22822,"0012985","36.39725000000004","-85.29405599999996",Tennessee,Overton,,"Coleman Family Properties, LLC #1","Arnco Oil & Gas, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22822,https://tdeconline.tn.gov/oilgaswells/
41-133-22823,"0012988","36.41877800000003","-85.32505599999996",Tennessee,Overton,,Betty Jackson #3,Hornet Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22823,https://tdeconline.tn.gov/oilgaswells/
41-133-22824,"0012989","36.41905600000007","-85.32702799999998",Tennessee,Overton,,Betty Jackson #2,Hornet Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22824,https://tdeconline.tn.gov/oilgaswells/
41-133-22825,"0012990","36.48166700000007","-85.30058299999996",Tennessee,Overton,,John and Caston Ramsey #1,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22825,https://tdeconline.tn.gov/oilgaswells/
41-133-22826,"0012991","36.47158300000007","-85.28277799999995",Tennessee,Overton,,Deloy Reeder #1,"Scissortail Operating, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22826,https://tdeconline.tn.gov/oilgaswells/
41-133-22827,"0012993","36.428472000000056","-85.17541699999998",Tennessee,Overton,,Roger McDonald #20A,McDonald Oil Company LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22827,https://tdeconline.tn.gov/oilgaswells/
41-133-22828,"0012995","36.52527800000007","-85.25686099999996",Tennessee,Overton,,Steve Daniels Unit #2,"Pinnacle Energy, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22828,https://tdeconline.tn.gov/oilgaswells/
41-133-22829,"0012996","36.41775000000007","-85.32438899999994",Tennessee,Overton,,Betty Jackson #4,Hornet Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22829,https://tdeconline.tn.gov/oilgaswells/
41-133-22830,"0012997","36.417250000000024","-85.32577799999996",Tennessee,Overton,,Betty Jackson #1A,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22830,https://tdeconline.tn.gov/oilgaswells/
41-133-22831,"0012999","36.41388900000004","-85.19294399999995",Tennessee,Overton,,Barry Johnson & Melvin Norrod Unit #1,"Able Oil Company, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22831,https://tdeconline.tn.gov/oilgaswells/
41-133-22832,"0013000","36.47361100000006","-85.30597199999994",Tennessee,Overton,,Clarence Reeder Heirs #1,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22832,https://tdeconline.tn.gov/oilgaswells/
41-133-22833,"0013002","36.482222000000036","-85.29936099999998",Tennessee,Overton,,John M. Ramsey #2,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22833,https://tdeconline.tn.gov/oilgaswells/
41-133-22834,"0013004","36.480278000000055","-85.26141699999994",Tennessee,Overton,,Michael & Billy Lou Melton #2,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22834,https://tdeconline.tn.gov/oilgaswells/
41-133-22836,"0013006","36.42830600000008","-85.18702799999994",Tennessee,Overton,,Jimmie and Jack Clark #1,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22836,https://tdeconline.tn.gov/oilgaswells/
41-133-22837,"0013008","36.48038900000006","-85.30177799999996",Tennessee,Overton,,John M. & Caston Ramsey #1-A,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22837,https://tdeconline.tn.gov/oilgaswells/
41-133-22838,"0013009","36.481111000000055","-85.30074999999994",Tennessee,Overton,,John M. Ramsey & Caston Ramsey #2-A,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22838,https://tdeconline.tn.gov/oilgaswells/
41-133-22839,"0013012","36.39361100000008","-85.25202799999994",Tennessee,Overton,,Union Bank & Trust #21A,"Arnco Oil & Gas, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22839,https://tdeconline.tn.gov/oilgaswells/
41-137-20313,"0007802","36.576167000000055","-85.11883299999994",Tennessee,Pickett,,CROUCH JACKIE ET AL #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20313,https://tdeconline.tn.gov/oilgaswells/
41-137-20314,"0007803","36.58052800000007","-85.12280599999997",Tennessee,Pickett,,Jackie Crouch etal #2,"Crouch, Jackie W.",,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20314,https://tdeconline.tn.gov/oilgaswells/
41-137-20315,"0007804","36.56347200000005","-85.10969399999999",Tennessee,Pickett,,RUSSELL EVERETT #1,"AK Producers, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-137-20315,https://tdeconline.tn.gov/oilgaswells/
41-137-20316,"0007805","36.53827800000005","-85.11408299999994",Tennessee,Pickett,,RICH MORRIS #2,"Medley, George",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20316,https://tdeconline.tn.gov/oilgaswells/
41-137-20317,"0007806","36.594778000000076","-85.12686099999996",Tennessee,Pickett,,TOM GUNTER #1,"Wade Energy, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20317,https://tdeconline.tn.gov/oilgaswells/
41-137-20318,"0007812","36.56525000000005","-85.07483299999996",Tennessee,Pickett,,DAVID COPE #3,Duncan Drilling Co.,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-137-20318,https://tdeconline.tn.gov/oilgaswells/
41-137-20319,"0007815","36.54652800000008","-85.10788899999994",Tennessee,Pickett,,BROWN THEO #1,"Medley, George",,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20319,https://tdeconline.tn.gov/oilgaswells/
41-137-20320,"0007817","36.56405600000005","-85.09213899999997",Tennessee,Pickett,,REYNOLDS JIMMY UNIT #1,"Reynolds, Jimmy",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20320,https://tdeconline.tn.gov/oilgaswells/
41-137-20321,"0007821","36.56069400000007","-85.11852799999997",Tennessee,Pickett,,MOLES ORDEAN UNIT #1,"Hughes, Kevin D.",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-137-20321,https://tdeconline.tn.gov/oilgaswells/
41-137-20322,"0007824","36.57427800000005","-85.11019399999998",Tennessee,Pickett,,JOHNSON JOE UNIT #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20322,https://tdeconline.tn.gov/oilgaswells/
41-137-20323,"0007825","36.56902800000006","-85.10180599999995",Tennessee,Pickett,,HUDDLESTON RAY #2,Duncan Drilling Co.,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20323,https://tdeconline.tn.gov/oilgaswells/
41-137-20324,"0007826","36.57061100000004","-85.11516699999999",Tennessee,Pickett,,JORDAN PAUL #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20324,https://tdeconline.tn.gov/oilgaswells/
41-137-20325,"0007832","36.566778000000056","-85.10224999999997",Tennessee,Pickett,,HUDDLESTON JOE #2,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20325,https://tdeconline.tn.gov/oilgaswells/
41-137-20326,"0007834","36.57075000000003","-85.10608299999996",Tennessee,Pickett,,CUMMINGS PRENTISS #2,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20326,https://tdeconline.tn.gov/oilgaswells/
41-137-20327,"0007840","36.55466700000005","-85.12033299999996",Tennessee,Pickett,,DIANA LINDER UNIT #2,"Medley, George",,,Shut-in Gas,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20327,https://tdeconline.tn.gov/oilgaswells/
41-137-20328,"0007841","36.56688900000006","-85.10619399999996",Tennessee,Pickett,,RAINS HOWARD #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20328,https://tdeconline.tn.gov/oilgaswells/
41-137-20329,"0007844","36.55372200000005","-85.10483299999999",Tennessee,Pickett,,GARRETT GEARLIE UNIT #1,"Garrett, Gearlie A.",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-137-20329,https://tdeconline.tn.gov/oilgaswells/
41-137-20330,"0007846","36.558944000000054","-85.09941699999996",Tennessee,Pickett,,HILL WILLARD UNIT #2,"Medley, George",,,Gas,,,Production Well,https://wellwiki.org/wiki/41-137-20330,https://tdeconline.tn.gov/oilgaswells/
41-137-20331,"0007850","36.564500000000066","-85.11258299999997",Tennessee,Pickett,,RUSSELL EVERETT #2,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20331,https://tdeconline.tn.gov/oilgaswells/
41-137-20332,"0007851","36.56413900000007","-85.10647199999994",Tennessee,Pickett,,RAINS HOWARD UNIT #2,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20332,https://tdeconline.tn.gov/oilgaswells/
41-137-20333,"0007853","36.56627800000007","-85.08972199999994",Tennessee,Pickett,,JOHNSON HERMAN #2,"Reliford Drilling, Jimmy",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20333,https://tdeconline.tn.gov/oilgaswells/
41-137-20334,"0007856","36.549056000000064","-85.08694399999996",Tennessee,Pickett,,Danny Crouch Etal #1,"North Central Tennessee Drilling Contractors, Inc",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20334,https://tdeconline.tn.gov/oilgaswells/
41-137-20335,"0007859","36.57283300000006","-85.11597199999994",Tennessee,Pickett,,JORDON PAUL UNIT #2,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20335,https://tdeconline.tn.gov/oilgaswells/
41-137-20336,"0007860","36.602167000000065","-85.08988899999997",Tennessee,Pickett,,Virgil Mullins Unit #1,"Cunningham, MD., Dr. John T.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20336,https://tdeconline.tn.gov/oilgaswells/
41-137-20337,"0007865","36.555083000000025","-85.09205599999996",Tennessee,Pickett,,Ancel Beaty #2,"Tompkins, Douglas",,,Oil And Gas,,,Production Well,https://wellwiki.org/wiki/41-137-20337,https://tdeconline.tn.gov/oilgaswells/
41-137-20338,"0007866","36.56341700000007","-85.08958299999995",Tennessee,Pickett,,JOHNSON HERMAN #1,Rick-Rod Oil Inc,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20338,https://tdeconline.tn.gov/oilgaswells/
41-137-20339,"0007867","36.55200000000008","-85.07699999999994",Tennessee,Pickett,,JOLLEY BUD UNIT #2,"Jolley, Bud & Agnes",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-137-20339,https://tdeconline.tn.gov/oilgaswells/
41-137-20340,"0007869","36.53883300000007","-85.11997199999996",Tennessee,Pickett,,AMONETT DERSIE #1,"AK Producers, LLC",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-137-20340,https://tdeconline.tn.gov/oilgaswells/
41-137-20341,"0007870","36.53761100000003","-85.12424999999996",Tennessee,Pickett,,AMONETT DERSIE #2,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20341,https://tdeconline.tn.gov/oilgaswells/
41-137-20342,"0007871","36.498083000000065","-85.18997199999995",Tennessee,Pickett,,RUBIN SMITH #3,Horizon Energy Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20342,https://tdeconline.tn.gov/oilgaswells/
41-137-20343,"0007877","36.56172200000003","-85.08680599999997",Tennessee,Pickett,,BEATY ANCEL #1,"Reliford Drilling, Jimmy",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20343,https://tdeconline.tn.gov/oilgaswells/
41-137-20344,"0007878","36.54411100000004","-85.10102799999999",Tennessee,Pickett,,LYNN CLARK UNIT #2,"Medley, George",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-137-20344,https://tdeconline.tn.gov/oilgaswells/
41-137-20345,"0007879","36.58036100000004","-85.15461099999999",Tennessee,Pickett,,FRANK ELDER #1,"Cooksey, Steven",,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-137-20345,https://tdeconline.tn.gov/oilgaswells/
41-137-20346,"0007883","36.58422200000007","-85.07219399999997",Tennessee,Pickett,,DAVIDSON KENDLE #2,"Carr, Raymond",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20346,https://tdeconline.tn.gov/oilgaswells/
41-137-20347,"0007886","36.56563900000003","-85.09183299999995",Tennessee,Pickett,,REYNOLDS HERMAN UNIT #1,"P M Drilling, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20347,https://tdeconline.tn.gov/oilgaswells/
41-137-20348,"0007889","36.535528000000056","-85.14249999999998",Tennessee,Pickett,,STORIE LARRY #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20348,https://tdeconline.tn.gov/oilgaswells/
41-137-20349,"0007890","36.56022200000007","-85.10299999999995",Tennessee,Pickett,,UPCHURCH RUBY #2,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20349,https://tdeconline.tn.gov/oilgaswells/
41-137-20350,"0007892","36.557417000000044","-85.09427799999997",Tennessee,Pickett,,HILL WILLARD UNIT #3,"Medley, George",,,Gas,,,Production Well,https://wellwiki.org/wiki/41-137-20350,https://tdeconline.tn.gov/oilgaswells/
41-137-20351,"0007895","36.55177800000007","-85.09758299999999",Tennessee,Pickett,,AARON GEORGE #2,"Cunningham, MD., Dr. John T.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20351,https://tdeconline.tn.gov/oilgaswells/
41-137-20352,"0007898","36.56491700000004","-85.11508299999997",Tennessee,Pickett,,RICH TASKEL UNIT #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20352,https://tdeconline.tn.gov/oilgaswells/
41-137-20353,"0007899","36.556111000000044","-85.11058299999996",Tennessee,Pickett,,LEE JOHN R UNIT #1,"Wade Energy, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20353,https://tdeconline.tn.gov/oilgaswells/
41-137-20354,"0007900","36.55913900000007","-85.10647199999994",Tennessee,Pickett,,UPCHURCH RUBY #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20354,https://tdeconline.tn.gov/oilgaswells/
41-137-20355,"0007901","36.59544400000004","-85.09361099999995",Tennessee,Pickett,,DOWELL #1,Production Unlimited Inc.,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20355,https://tdeconline.tn.gov/oilgaswells/
41-137-20355-R1,"0012094","36.59544400000004","-85.09361099999995",Tennessee,Pickett,,DOWELL #1,"Garner, Terrell",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-137-20355-R1,https://tdeconline.tn.gov/oilgaswells/
41-137-20356,"0007902","36.56097200000005","-85.11088899999999",Tennessee,Pickett,,WOOD OREN UNIT #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20356,https://tdeconline.tn.gov/oilgaswells/
41-137-20357,"0007903","36.52594400000004","-85.10522199999997",Tennessee,Pickett,,ANDERSON LARRY #1,Ohio Kentucky Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20357,https://tdeconline.tn.gov/oilgaswells/
41-137-20358,"0007904","36.58497200000005","-85.10416699999996",Tennessee,Pickett,,KNOXIE PEMBERTON #1,"Medley, Donald",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20358,https://tdeconline.tn.gov/oilgaswells/
41-137-20358-R1,"0012835","36.584861000000046","-85.10402799999997",Tennessee,Pickett,,Perry Garrett #1,Duncan Drilling Co.,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20358-R1,https://tdeconline.tn.gov/oilgaswells/
41-137-20359,"0007905","36.590111000000036","-85.13713899999999",Tennessee,Pickett,,PAUL MOLES #1,"Wade Energy, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20359,https://tdeconline.tn.gov/oilgaswells/
41-137-20360,"0007906","36.54155600000007","-85.09005599999995",Tennessee,Pickett,,Danny Crouch Et Al #52-L,"North Central Tennessee Drilling Contractors, Inc",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-20360,https://tdeconline.tn.gov/oilgaswells/
41-137-00159,,"36.575500000000034","-85.03911099999993",Tennessee,Pickett,,DAVIDSON G W #1,"FERRIS, JIM",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00159,https://tdeconline.tn.gov/oilgaswells/
41-137-00160,,"36.57922200000007","-85.04641699999996",Tennessee,Pickett,,GOODMAN #1,UNKNOWN,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00160,https://tdeconline.tn.gov/oilgaswells/
41-137-00161,,"36.581556000000035","-85.04472199999998",Tennessee,Pickett,,LEE EARNEST #1,83 Star Drilling Company,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00161,https://tdeconline.tn.gov/oilgaswells/
41-137-00162,,"36.568167000000074","-85.03758299999998",Tennessee,Pickett,,SELLS BILL #1,FLOWERS-NORRIS ET AL,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00162,https://tdeconline.tn.gov/oilgaswells/
41-137-00163,,"36.569000000000074","-85.03827799999993",Tennessee,Pickett,,SELLS CINDA #1,HARBOR OIL COMPANY,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-137-00163,https://tdeconline.tn.gov/oilgaswells/
41-137-00164,,"36.571611000000075","-85.03741699999995",Tennessee,Pickett,,SELLS CINDA #2,HARBOR OIL COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00164,https://tdeconline.tn.gov/oilgaswells/
41-137-00165,,"36.568444000000056","-85.03877799999998",Tennessee,Pickett,,SELLS CINDA #1,"ASHBY, JESSE ET AL",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00165,https://tdeconline.tn.gov/oilgaswells/
41-137-00166,,"36.571056000000056","-85.04183299999994",Tennessee,Pickett,,SELLS F & A #1,ASSOCIATED OIL & GAS COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00166,https://tdeconline.tn.gov/oilgaswells/
