api_num,other_id,latitude,longitude,stusps,county,municipality,well_name,operator,spud_date,plug_date,well_type,well_status,well_configuration,ft_category,wellwiki,src_url
41-015-00009,,"35.86061100000006","-85.93266699999998",Tennessee,Cannon,,BASS ARCHIE #1,"STACY, SIDNEY",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-00009,https://tdeconline.tn.gov/oilgaswells/
41-015-00010,,"35.84102800000005","-85.94813899999997",Tennessee,Cannon,,MATTHEWS FLOYD #1,SHORT MOUNTAIN OIL COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-00010,https://tdeconline.tn.gov/oilgaswells/
41-015-00011,,"35.82269400000007","-86.07911099999995",Tennessee,Cannon,,MCFARREN L B #1,SOUTH PENN OIL COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-00011,https://tdeconline.tn.gov/oilgaswells/
41-015-00012,,"35.81322200000005","-86.00505599999997",Tennessee,Cannon,,PARKER R B #1,SHORT MOUNTAIN OIL COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-00012,https://tdeconline.tn.gov/oilgaswells/
41-015-00013,,"35.783472000000074","-86.07474999999994",Tennessee,Cannon,,GAITHER M B #1,MAGNOLIA PETROLEUM COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-00013,https://tdeconline.tn.gov/oilgaswells/
41-015-00014,,"35.736222000000055","-86.19341699999995",Tennessee,Cannon,,YOUREE HOWARD #1,FEE,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-00014,https://tdeconline.tn.gov/oilgaswells/
41-015-00015,,"35.72908300000006","-86.18619399999994",Tennessee,Cannon,,ADAMS J F #1,FEE,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-00015,https://tdeconline.tn.gov/oilgaswells/
41-015-00016,,"35.938278000000025","-86.09272199999998",Tennessee,Cannon,,UNKNOWN-MCT #7-41,NEW JERSEY ZINC COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00016,https://tdeconline.tn.gov/oilgaswells/
41-015-00017,,"35.93608300000005","-86.03908299999995",Tennessee,Cannon,,UNKNOWN-MCT #7-42,NEW JERSEY ZINC COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00017,https://tdeconline.tn.gov/oilgaswells/
41-015-00018,,"35.934833000000026","-86.00924999999995",Tennessee,Cannon,,UNKNOWN-MCT #CA5,EXXON COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00018,https://tdeconline.tn.gov/oilgaswells/
41-015-00019,,"35.84636100000006","-86.15286099999997",Tennessee,Cannon,,UNKNOWN-MCT #8-41,NEW JERSEY ZINC COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00019,https://tdeconline.tn.gov/oilgaswells/
41-015-00020,,"35.87272200000007","-86.03486099999998",Tennessee,Cannon,,UNKNOWN-MCT #8-42,NEW JERSEY ZINC COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00020,https://tdeconline.tn.gov/oilgaswells/
41-015-00021,,"35.90055600000005","-85.97308299999997",Tennessee,Cannon,,UNKNOWN-MCT #CA4,EXXON COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00021,https://tdeconline.tn.gov/oilgaswells/
41-015-00022,,"35.90411100000006","-85.99024999999995",Tennessee,Cannon,,UNKNOWN-MCT #8-43,NEW JERSEY ZINC COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00022,https://tdeconline.tn.gov/oilgaswells/
41-015-00023,,"35.772222000000056","-86.12624999999997",Tennessee,Cannon,,UNKNOWN-MCT #9-41,NEW JERSEY ZINC COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00023,https://tdeconline.tn.gov/oilgaswells/
41-015-00024,,"35.771889000000044","-86.07072199999999",Tennessee,Cannon,,UNKNOWN-MCT #9-42,NEW JERSEY ZINC COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00024,https://tdeconline.tn.gov/oilgaswells/
41-015-00025,,"35.73977800000006","-86.12102799999997",Tennessee,Cannon,,UNKNOWN-MCT #1041,NEW JERSEY ZINC COMPANY,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-015-00025,https://tdeconline.tn.gov/oilgaswells/
41-133-22840,"0013013","36.47752800000006","-85.20799999999997",Tennessee,Overton,,David Craig Story etux (Craig Story #17,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22840,https://tdeconline.tn.gov/oilgaswells/
41-137-00149,,"36.50480600000003","-85.10697199999998",Tennessee,Pickett,,SNODGRASS #1,CUMBERLAND OIL COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00149,https://tdeconline.tn.gov/oilgaswells/
41-133-22841,"0013014","36.49377800000008","-85.23272199999997",Tennessee,Overton,,Lisa Winningham Huitt #2,John Henry Oil Corporation,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22841,https://tdeconline.tn.gov/oilgaswells/
41-133-22842,"0013015","36.48583300000007","-85.20972199999994",Tennessee,Overton,,David Craig Story etux (Craig Story #15,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22842,https://tdeconline.tn.gov/oilgaswells/
41-133-22843,"0013016","36.477806000000044","-85.21013899999997",Tennessee,Overton,,David Craig Story etux(Craig Story #16A,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22843,https://tdeconline.tn.gov/oilgaswells/
41-133-22844,"0013017","36.48527800000005","-85.23691699999995",Tennessee,Overton,,Lisa Winningham Huitt #4,John Henry Oil Corporation,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22844,https://tdeconline.tn.gov/oilgaswells/
41-133-22845,"0013018","36.48975000000007","-85.23424999999997",Tennessee,Overton,,Lisa Winningham Huitt #1,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22845,https://tdeconline.tn.gov/oilgaswells/
41-133-22846,"0013019","36.49313900000004","-85.22827799999999",Tennessee,Overton,,Lisa Winningham Huitt et ux #3,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22846,https://tdeconline.tn.gov/oilgaswells/
41-133-22847,"0013021","36.447306000000026","-85.16966699999995",Tennessee,Overton,,Ricky D. Smith and Kenny A Smith #1,John Henry Oil Corporation,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22847,https://tdeconline.tn.gov/oilgaswells/
41-133-22848,"0013023","36.44911100000007","-85.16541699999999",Tennessee,Overton,,Peggy Smith et al #3,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22848,https://tdeconline.tn.gov/oilgaswells/
41-133-22849,"0013024","36.45077800000007","-85.16530599999999",Tennessee,Overton,,Peggy Smith et al (Peggy Smith) #4,John Henry Oil Corporation,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22849,https://tdeconline.tn.gov/oilgaswells/
41-133-22850,"0013025","36.50247200000007","-85.22569399999998",Tennessee,Overton,,Brit Keisling #3,John Henry Oil Corporation,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22850,https://tdeconline.tn.gov/oilgaswells/
41-133-22851,"0013029","36.42544400000003","-85.18188899999996",Tennessee,Overton,,Jack Clark & Jimmie Clark (J&JClark #2,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22851,https://tdeconline.tn.gov/oilgaswells/
41-133-22852,"0013030","36.429111000000034","-85.18308299999995",Tennessee,Overton,,Jack Clark & Jimmie Clark (J&JClark #3,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22852,https://tdeconline.tn.gov/oilgaswells/
41-133-22853,"0013038","36.41663900000003","-85.32455599999997",Tennessee,Overton,,Betty Jackson #1B,Hornet Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22853,https://tdeconline.tn.gov/oilgaswells/
41-133-22854,"0013039","36.425222000000076","-85.20986099999999",Tennessee,Overton,,Sherry Melton Unit #1,"Crude, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22854,https://tdeconline.tn.gov/oilgaswells/
41-133-22855,"0013045","36.322250000000054","-85.22111099999995",Tennessee,Overton,,Joy Lynn Ledbetter #1-RJ,"North Central Tennessee Drilling Contractors, Inc",,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22855,https://tdeconline.tn.gov/oilgaswells/
41-133-22856,"0013048","36.45358300000004","-85.16163899999998",Tennessee,Overton,,Scot McDonald #3,John Henry Oil Corporation,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22856,https://tdeconline.tn.gov/oilgaswells/
41-133-22857,"0013049","36.45219400000008","-85.16313899999994",Tennessee,Overton,,Scot McDonald #4,John Henry Oil Corporation,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22857,https://tdeconline.tn.gov/oilgaswells/
41-133-22858,"0012922","36.52725000000004","-85.29688899999996",Tennessee,Overton,,Jeff Young #5,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22858,https://tdeconline.tn.gov/oilgaswells/
41-133-22859,"0012933","36.477611000000024","-85.17688899999996",Tennessee,Overton,,Michael Garrett #10,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22859,https://tdeconline.tn.gov/oilgaswells/
41-133-22860,"0013052","36.41797200000008","-85.31888899999996",Tennessee,Overton,,Steve Cooper-James Boykin Unit #1,Hornet Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22860,https://tdeconline.tn.gov/oilgaswells/
41-133-22861,"0013056","36.52575000000007","-85.29874999999998",Tennessee,Overton,,Jeff Young #16,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22861,https://tdeconline.tn.gov/oilgaswells/
41-133-22862,"0013057","36.426194000000066","-85.33361099999996",Tennessee,Overton,,Thomas Wayne Brown #2A,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22862,https://tdeconline.tn.gov/oilgaswells/
41-133-22863,"0013058","36.46266700000007","-85.30672199999998",Tennessee,Overton,,Tommie Jean Hensley #2A,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22863,https://tdeconline.tn.gov/oilgaswells/
41-133-22864,"0013059","36.461667000000034","-85.31358299999994",Tennessee,Overton,,Tommie Jean Hensley Unit #2B,Hornet Corporation,,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22864,https://tdeconline.tn.gov/oilgaswells/
41-133-22865,"0013063","36.39258300000006","-85.20530599999995",Tennessee,Overton,,David Copeland #1A,"Arnco Oil & Gas, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22865,https://tdeconline.tn.gov/oilgaswells/
41-133-22866,"0013066","36.47833300000008","-85.20241699999997",Tennessee,Overton,,Garrett - Scott #1,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22866,https://tdeconline.tn.gov/oilgaswells/
41-133-22867,"0013068","36.466833000000065","-85.20647199999996",Tennessee,Overton,,Rex Davis #1,John Henry Oil Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22867,https://tdeconline.tn.gov/oilgaswells/
41-133-22868,"0013071","36.46261100000004","-85.31463899999994",Tennessee,Overton,,Donnie Ray #3A,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22868,https://tdeconline.tn.gov/oilgaswells/
41-133-22869,"0013072","36.41961100000003","-85.32372199999998",Tennessee,Overton,,Betty Jackson Unit #1,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22869,https://tdeconline.tn.gov/oilgaswells/
41-133-22870,"0013075","36.47894400000007","-85.20405599999998",Tennessee,Overton,,Garrett-Scott #2,John Henry Oil Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22870,https://tdeconline.tn.gov/oilgaswells/
41-133-22871,"0013076","36.42263900000006","-85.33399999999995",Tennessee,Overton,,Thomas Wayne Brown #1B,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22871,https://tdeconline.tn.gov/oilgaswells/
41-133-22872,"0013077","36.41747200000003","-85.31774999999999",Tennessee,Overton,,Boykin - Cooper Unit #1,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22872,https://tdeconline.tn.gov/oilgaswells/
41-133-22873,"0013078","36.46291700000006","-85.31624999999997",Tennessee,Overton,,Donnie Ray #4A,Hornet Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22873,https://tdeconline.tn.gov/oilgaswells/
41-133-22874,"0013080","36.47866700000003","-85.20383299999997",Tennessee,Overton,,Garrett-Scott #3,John Henry Oil Corporation,,,Oil,,,Production Well,https://wellwiki.org/wiki/41-133-22874,https://tdeconline.tn.gov/oilgaswells/
41-133-22875,"0013082","36.42766700000004","-85.18227799999994",Tennessee,Overton,,Jack Clark & Jimmie Clark (J&J Clar #4,John Henry Oil Corporation,,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22875,https://tdeconline.tn.gov/oilgaswells/
41-133-22876,"0013084","36.478694000000075","-85.20547199999999",Tennessee,Overton,,Craig Story #18,John Henry Oil Corporation,,,,,,Other / Unknown,https://wellwiki.org/wiki/41-133-22876,https://tdeconline.tn.gov/oilgaswells/
41-133-22877,"0013085","36.41513900000007","-85.35805599999998",Tennessee,Overton,,Donald Dale #1A,"Arnco Oil & Gas, LLC",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22877,https://tdeconline.tn.gov/oilgaswells/
41-133-22878,"0013086","36.428056000000026","-85.21697199999994",Tennessee,Overton,,Scott McDonald #1,Black Hawk Exploration LLC,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-133-22878,https://tdeconline.tn.gov/oilgaswells/
41-137-00148,,"36.52755600000006","-85.08536099999998",Tennessee,Pickett,,CROUCH J C #1,"BABB, L. A.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00148,https://tdeconline.tn.gov/oilgaswells/
41-137-00150,,"36.50247200000007","-85.10747199999997",Tennessee,Pickett,,GUNTER JOHN #1,UNKNOWN,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00150,https://tdeconline.tn.gov/oilgaswells/
41-137-00151,,"36.579083000000026","-85.01052799999997",Tennessee,Pickett,,BEATY GEORGE #1,"BUCKNER, JOHN",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00151,https://tdeconline.tn.gov/oilgaswells/
41-137-00152,,"36.57297200000005","-85.00305599999996",Tennessee,Pickett,,CROUCH DOBBIN #1,POPPELMAN ET AL,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00152,https://tdeconline.tn.gov/oilgaswells/
41-137-00153,,"36.575639000000024","-85.00152799999995",Tennessee,Pickett,,CROUCH DOBBIN #1,"JOHNSON, MARION",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00153,https://tdeconline.tn.gov/oilgaswells/
41-137-00154,,"36.571056000000056","-85.01513899999998",Tennessee,Pickett,,CROUCH DORRIE #1,BROWN & DOWELL,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00154,https://tdeconline.tn.gov/oilgaswells/
41-137-00155,,"36.57852800000006","-85.00883299999998",Tennessee,Pickett,,UPCHURCH J W #1,UNKNOWN,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00155,https://tdeconline.tn.gov/oilgaswells/
41-137-00156,,"36.570917000000065","-85.02161099999995",Tennessee,Pickett,,DAVIDSON J M #1,"GUTHRIE, W. S.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00156,https://tdeconline.tn.gov/oilgaswells/
41-137-00157,,"36.57477800000004","-85.03572199999996",Tennessee,Pickett,,FLOWERS J A #1,"JUIST, CLARENCE",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00157,https://tdeconline.tn.gov/oilgaswells/
41-137-00158,,"36.57325000000003","-85.03588899999994",Tennessee,Pickett,,FLOWERS & WILLIAMS #1,FEE,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-137-00158,https://tdeconline.tn.gov/oilgaswells/
41-015-00026,"0000275","35.888000000000034","-86.02341699999994",Tennessee,Cannon,,"Wholfield, Ed #1","Seibert, Charles J.",,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-00026,https://tdeconline.tn.gov/oilgaswells/
41-015-10001,"0000245","35.910889000000054","-85.97391699999997",Tennessee,Cannon,,FERRELL WILLIE #1,"Seibert, Charles J.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-10001,https://tdeconline.tn.gov/oilgaswells/
41-015-10002,"0000345","35.900139000000024","-85.97205599999995",Tennessee,Cannon,,KNOTT ROBERT #1,"Carr, Raymond",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-10002,https://tdeconline.tn.gov/oilgaswells/
41-015-10003,"0000243","35.90055600000005","-85.97308299999997",Tennessee,Cannon,,KNOTT ROBERT #1,"Big Hill Timber & Oil, Inc.",,,Oil,,,Production Well,https://wellwiki.org/wiki/41-015-10003,https://tdeconline.tn.gov/oilgaswells/
41-015-10004,"0000244","35.900972000000024","-85.97458299999994",Tennessee,Cannon,,KNOTT ROBERT #2,"Seibert, Charles J.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-10004,https://tdeconline.tn.gov/oilgaswells/
41-015-10005,"0000273","35.899444000000074","-85.97255599999994",Tennessee,Cannon,,KNOTT ROBERT #3,"Seibert, Charles J.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-10005,https://tdeconline.tn.gov/oilgaswells/
41-015-20001,"0003168","35.88422200000008","-85.97433299999994",Tennessee,Cannon,,DEVORE GLEN ET AL #1,"Gaspro, Inc.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-20001,https://tdeconline.tn.gov/oilgaswells/
41-015-20002,"0003375","35.94575000000003","-86.12038899999999",Tennessee,Cannon,,Donnell #1,Ken-Tex Oil Corporation,,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-20002,https://tdeconline.tn.gov/oilgaswells/
41-015-20003,"0009558","35.739667000000054","-86.12138899999997",Tennessee,Cannon,,AVAREE CONLEY #TC1,Blue Flame Energy Corporation,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-20003,https://tdeconline.tn.gov/oilgaswells/
41-015-72001,"0000274","35.89850000000007","-85.97224999999997",Tennessee,Cannon,,Knott Robert #4,"Seibert, Charles J.",,,Abandoned Loc,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-72001,https://tdeconline.tn.gov/oilgaswells/
41-015-72002,"0011848","35.92277800000005","-85.97658299999995",Tennessee,Cannon,,Ken McCall #1,Raydip Exploration,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-015-72002,https://tdeconline.tn.gov/oilgaswells/
41-017-00001,,"36.13250000000005","-88.51952799999998",Tennessee,Carroll,,LOUISVILLE & NASHVILLE RAILROAD #1,FEE,,,Water,,,Other / Unknown,https://wellwiki.org/wiki/41-017-00001,https://tdeconline.tn.gov/oilgaswells/
41-017-00002,,"36.041750000000036","-88.24188899999996",Tennessee,Carroll,,TENNESSEE PROPERTY COMPANY #1,FEE,,,Water,,,Other / Unknown,https://wellwiki.org/wiki/41-017-00002,https://tdeconline.tn.gov/oilgaswells/
41-017-00003,,"35.99341700000008","-88.46599999999995",Tennessee,Carroll,,VICKERS JOHN F #1,JOHNSON OIL & REFINING COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-017-00003,https://tdeconline.tn.gov/oilgaswells/
41-017-00004,,"35.88352800000007","-88.44713899999994",Tennessee,Carroll,,UNKNOWN-ST #T2CA,USGS - TDG,,,Test,,,Other / Unknown,https://wellwiki.org/wiki/41-017-00004,https://tdeconline.tn.gov/oilgaswells/
41-021-00001,,"36.35769400000004","-87.24183299999999",Tennessee,Cheatham,,HUMPHREYS J N #1,SEWANEE OIL & GAS COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00001,https://tdeconline.tn.gov/oilgaswells/
41-021-00002,,"36.352333000000044","-87.19797199999994",Tennessee,Cheatham,,DAVIS R O #1,SEWANEE OIL & GAS COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00002,https://tdeconline.tn.gov/oilgaswells/
41-021-00003,,"36.339778000000024","-87.16886099999994",Tennessee,Cheatham,,CLIFTON CHARLES W #1,SEWANEE OIL & GAS COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00003,https://tdeconline.tn.gov/oilgaswells/
41-021-00004,,"36.32866700000005","-87.04813899999994",Tennessee,Cheatham,,JACKSON W C #1,"DITTMAN, C. W. ET AL",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00004,https://tdeconline.tn.gov/oilgaswells/
41-021-00005,,"36.322306000000026","-87.04966699999994",Tennessee,Cheatham,,SYCAMORE CHURCH #1,DUPONT POWDER COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00005,https://tdeconline.tn.gov/oilgaswells/
41-021-00006,,"36.316250000000025","-86.96311099999997",Tennessee,Cheatham,,CAGLE JOHN #1,CAGLE BROTHERS,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00006,https://tdeconline.tn.gov/oilgaswells/
41-021-00007,,"36.315694000000065","-86.96311099999997",Tennessee,Cheatham,,CAGLE JOHN #2,CAGLE BROTHERS,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00007,https://tdeconline.tn.gov/oilgaswells/
41-021-00008,,"36.29683300000005","-86.94491699999998",Tennessee,Cheatham,,EVANS F F #1,NORRIS & THOMPSON,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00008,https://tdeconline.tn.gov/oilgaswells/
41-021-00009,,"36.26186100000007","-86.98758299999997",Tennessee,Cheatham,,ALLEN COAL COMPANY #1,STEWART & POWELL,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00009,https://tdeconline.tn.gov/oilgaswells/
41-021-00010,,"36.24669400000005","-87.11802799999998",Tennessee,Cheatham,,UNSELD J H #1,"YOUNG, L. C. & ELLIS, J. C.",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00010,https://tdeconline.tn.gov/oilgaswells/
41-021-00011,,"36.22038900000007","-87.14491699999996",Tennessee,Cheatham,,PETWAY #1,"BRYSON, HOYT ET AL",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00011,https://tdeconline.tn.gov/oilgaswells/
41-021-00012,,"36.21336100000008","-87.15591699999999",Tennessee,Cheatham,,GUIRE C N #1,FEE,,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-021-00012,https://tdeconline.tn.gov/oilgaswells/
41-021-00013,,"36.212972000000036","-87.15611099999995",Tennessee,Cheatham,,GUIRE C N #2,FEE,,,NCG - Domestic,,,Production Well,https://wellwiki.org/wiki/41-021-00013,https://tdeconline.tn.gov/oilgaswells/
41-021-00014,,"36.13511100000005","-87.10119399999996",Tennessee,Cheatham,,GOSSETT M T #1,"WHITE, H. L. ET AL",,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00014,https://tdeconline.tn.gov/oilgaswells/
41-021-00015,,"36.139639000000045","-87.11463899999995",Tennessee,Cheatham,,LAMPLEY HOMER M #1,FEE,,,Water,,,Other / Unknown,https://wellwiki.org/wiki/41-021-00015,https://tdeconline.tn.gov/oilgaswells/
41-021-00016,,"36.13347200000004","-87.09933299999994",Tennessee,Cheatham,,GOSSETT M T #1,NEY ET AL,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00016,https://tdeconline.tn.gov/oilgaswells/
41-021-00017,,"36.126333000000045","-87.09644399999996",Tennessee,Cheatham,,DUNN W T #1,WHITE FAIERY & YOUREE,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00017,https://tdeconline.tn.gov/oilgaswells/
41-021-00018,,"36.12422200000003","-87.08569399999999",Tennessee,Cheatham,,JUDD J H #1,NASHVILLE PARTIES,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00018,https://tdeconline.tn.gov/oilgaswells/
41-021-00019,,"36.13169400000004","-87.09508299999999",Tennessee,Cheatham,,KING EARL B #1,BILL MORRISON COMPANY,,,Dry & Abandoned,,,Orphaned / Abandoned / Unverified Plug,https://wellwiki.org/wiki/41-021-00019,https://tdeconline.tn.gov/oilgaswells/
